,ARES_answer_faithfulness,BERTScore_f1,DeepEval_faithfulness,FaithJudge_faithfulness,G-Eval_consistency,GaRAGe_deflection_score,HALT-RAG_nli_ensemble_score,HSAD_spectral_consistency,KG-RAG_kg_faithfulness,LRP4RAG_relevance_consistency,LUMINA_lumina_score,LettuceDetect_example_f1,MetaRAG_factoid_consistency,QAFactEval_factual_consistency,RAGAS_faithfulness,RAGChecker_faithfulness,ReDeEP_external_context_score,SIRG_attribution_consistency,TRACe_adherence,UniEval_consistency
LUMINA_lumina_score,0.8141477780221248,-0.1043266938887874,0.43218131500500884,0.06248957771022456,0.017921825952681332,0.31317379288049163,0.053439436674193284,0.7660099879272038,0.8119606174051971,0.8160205573874567,1.0,0.5763422118910453,0.5355059691507611,-0.23438954628487232,0.28946202509314073,0.0462071951033702,0.6310123582398288,0.5778534414898984,0.7847276711484424,0.7282483359240638
LettuceDetect_example_f1,0.6156789578750514,-0.10965162646221345,0.39865337104345183,0.18127199906706942,0.11134235216359842,0.24482932136115745,0.040523804289786844,0.6639613558309818,0.5534069716387393,0.7291817868087661,0.5763422118910453,1.0,0.3135968474129572,-0.13785873980445196,0.2986277637938963,0.022215889307876067,0.35697238331802994,0.6609889787471681,0.620086238043867,0.5431861905187865
MetaRAG_factoid_consistency,0.3598400897491155,-0.28217365050862014,0.28329283842069486,0.10213018875777374,0.09908792401089005,0.24381306237617092,0.06862131786932761,0.40449078346826767,0.7145429630487602,0.45667880964540514,0.5355059691507611,0.3135968474129572,1.0,-0.22774243452999965,0.2363617038355497,0.04881625711327508,0.6400727567377421,0.4098859937192908,0.3683770582759002,0.36176433130964447
QAFactEval_factual_consistency,-0.1806538914516579,0.1790281895397496,-0.03282675789539878,-0.05677214053998915,-0.0030304585766244927,-0.002278857553706659,-0.024022569143237554,-0.2754049740370323,-0.1846777550682648,-0.2765247810617757,-0.23438954628487232,-0.13785873980445196,-0.22774243452999965,1.0,-0.03956506645487563,0.18642386109131365,-0.027719672058722607,-0.2745035827171992,-0.19517412787753904,-0.1495166309922477
RAGAS_faithfulness,0.3188381818759586,0.03724832404158647,0.5605040509052864,0.6874701577242617,0.5586796416022134,0.24257943893722406,-0.04827062787952335,0.3847887794203171,0.3459133790396605,0.32629324349359057,0.28946202509314073,0.2986277637938963,0.2363617038355497,-0.03956506645487563,1.0,-0.04173080849689794,0.17725466350484617,0.3238617626505057,0.352154472969743,0.31879969614529774
RAGChecker_faithfulness,-0.02184369596400226,-0.0942719158470939,-0.0073512000936213325,-0.03431953596963697,0.03375302387082066,-0.1001027671316118,-0.07613641824128584,-0.050745959836988506,0.035019899081384816,0.04926398207817011,0.0462071951033702,0.022215889307876067,0.04881625711327508,0.18642386109131365,-0.04173080849689794,1.0,0.22297496783547294,-0.12731359713419035,-0.03668751279150191,-0.001371468945865394
ReDeEP_external_context_score,0.5274596635833413,-0.08271477017376509,0.29980833156692616,0.041655548254949964,-0.016873199044560135,0.19669092783040276,0.02024867276944628,0.45959458101682005,0.6579785970154617,0.5310138633812532,0.6310123582398288,0.35697238331802994,0.6400727567377421,-0.027719672058722607,0.17725466350484617,0.22297496783547294,1.0,0.3546880811798816,0.4773067365620914,0.4874819364981952
SIRG_attribution_consistency,0.5552483071455604,-0.2057087868028507,0.4627331372393266,0.2147241279421135,0.09232665247239799,0.1741512699719211,0.003628584947571593,0.6427400975985202,0.5853621177314804,0.7479158681643144,0.5778534414898984,0.6609889787471681,0.4098859937192908,-0.2745035827171992,0.3238617626505057,-0.12731359713419035,0.3546880811798816,1.0,0.609669385392808,0.5226140181631518
TRACe_adherence,0.9027248604557934,0.1516951771639397,0.4770864898973636,0.12200382073914005,0.00545770830708487,0.32064134367899216,0.0656758607041838,0.9012847868124757,0.7134560573753528,0.8162412502179236,0.7847276711484424,0.620086238043867,0.3683770582759002,-0.19517412787753904,0.352154472969743,-0.03668751279150191,0.4773067365620914,0.609669385392808,1.0,0.8560914804733161
UniEval_consistency,0.8561943517135748,0.2139444834716308,0.5194029293076771,0.1286223263408784,0.019905441321462644,0.2673785883318892,0.046512918429046625,0.8462513035116108,0.6700495313165824,0.724020529067053,0.7282483359240638,0.5431861905187865,0.36176433130964447,-0.1495166309922477,0.31879969614529774,-0.001371468945865394,0.4874819364981952,0.5226140181631518,0.8560914804733161,1.0
